region_isp,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
100_01_12716,GR-Athens,01-01-2011,,0.083799,,,,,
100_01_12716,GR-Athens,02-01-2011,,0.124948,,,,,
100_01_12716,GR-Athens,03-01-2011,,0.156233,,,,,
100_01_12716,GR-Athens,12-01-2010,,0.068626,,,,,
100_01_13124,GR-Athens,01-01-2011,2.972213,1.005540,84.000000,0.336347,0.655931,0.722807,343
100_01_13124,GR-Athens,02-01-2011,4.935757,1.050481,82.000000,0.246412,0.739347,0.846918,265
100_01_13124,GR-Athens,03-01-2010,,0.586724,76.000000,0.821917,0.162563,1.693227,
100_01_13124,GR-Athens,03-01-2011,5.194922,1.486969,73.000000,0.208468,0.787068,0.737542,331
100_01_13124,GR-Athens,04-01-2010,3.445809,0.603867,78.000000,0.620913,0.370935,1.538344,406
100_01_13124,GR-Athens,05-01-2010,3.341147,0.611450,94.000000,0.680771,0.306402,1.730137,462
100_01_13124,GR-Athens,06-01-2010,3.612595,0.723688,91.000000,0.845199,0.147746,2.035061,422
100_01_13124,GR-Athens,07-01-2010,2.967020,0.683762,98.000000,0.773488,0.216651,1.733888,297
100_01_13124,GR-Athens,07-01-2011,4.968740,1.770020,76.000000,0.339278,0.656033,1.057208,262
100_01_13124,GR-Athens,08-01-2010,,0.608136,96.000000,0.497566,0.478160,0.993921,
100_01_13124,GR-Athens,08-01-2011,2.840037,1.687273,88.000000,0.681203,0.314286,1.051111,279
100_01_13124,GR-Athens,09-01-2010,3.161654,0.755872,93.500000,0.522686,0.471840,1.034783,206
100_01_13124,GR-Athens,09-01-2011,4.062616,1.889712,74.000000,0.723797,0.258160,1.359036,265
100_01_13124,GR-Athens,10-01-2010,3.218247,1.005478,91.000000,0.361479,0.629922,0.971564,249
100_01_13124,GR-Athens,11-01-2010,2.617991,1.085777,89.000000,0.869087,0.120940,0.929220,381
100_01_13124,GR-Athens,12-01-2010,2.803732,1.205992,82.000000,0.825834,0.151645,1.144954,369
100_01_29580,GR-Athens,01-01-2011,,1.941182,97.500000,0.385577,0.610819,1.367257,
100_01_29580,GR-Athens,02-01-2011,,2.148490,94.000000,0.593096,0.403112,1.947867,
100_01_29580,GR-Athens,03-01-2010,,2.292175,86.000000,0.934665,0.049389,3.228070,
100_01_29580,GR-Athens,03-01-2011,,2.332515,87.000000,0.585127,0.399003,1.603306,
100_01_29580,GR-Athens,04-01-2010,6.583638,2.209468,85.000000,0.686987,0.304715,2.430605,351
100_01_29580,GR-Athens,05-01-2010,6.023579,2.090554,87.000000,0.854093,0.141973,2.988430,397
100_01_29580,GR-Athens,06-01-2010,6.300456,2.171209,88.000000,0.808405,0.179886,2.905380,362
100_01_29580,GR-Athens,07-01-2010,4.602226,2.271023,88.000000,0.856785,0.132930,2.478060,273
100_01_29580,GR-Athens,08-01-2010,,2.292110,84.500000,0.177234,0.803617,1.034188,
100_01_29580,GR-Athens,09-01-2010,,2.408098,90.000000,0.448536,0.546891,1.522634,
100_01_29580,GR-Athens,10-01-2010,,2.490618,83.000000,0.570134,0.426276,1.485477,
100_01_29580,GR-Athens,11-01-2010,,2.491637,83.000000,0.266402,0.726794,1.608511,
100_01_29580,GR-Athens,12-01-2010,,2.129742,93.000000,0.399954,0.595856,1.385593,
100_01_31250,GR-Athens,04-01-2010,2.320285,0.343530,114.000000,0.893831,0.097630,1.645390,247
100_01_31250,GR-Athens,05-01-2010,2.367506,0.365438,115.000000,0.931412,0.058202,2.886364,275
100_01_31250,GR-Athens,06-01-2010,2.291715,0.388870,111.000000,0.908334,0.080819,2.568421,251
100_01_31250,GR-Athens,07-01-2010,,0.483314,101.000000,0.871460,0.114552,1.874419,
100_01_35141,GR-Athens,01-01-2011,5.693881,1.850653,99.000000,0.123216,0.871005,1.409819,450
100_01_35141,GR-Athens,02-01-2010,,0.522766,89.000000,0.092917,0.900831,1.762376,
100_01_35141,GR-Athens,02-01-2011,5.385666,2.007633,93.000000,0.230114,0.765890,1.545113,460
100_01_35141,GR-Athens,03-01-2010,3.354433,0.520372,115.000000,0.836032,0.153853,2.486196,452
100_01_35141,GR-Athens,03-01-2011,4.840619,2.209871,89.000000,0.721156,0.271589,1.491208,721
100_01_35141,GR-Athens,04-01-2010,5.139980,1.045505,91.000000,0.615331,0.377852,2.580075,1111
100_01_35141,GR-Athens,05-01-2010,13.868481,1.969467,89.000000,0.158829,0.836299,2.682927,1086
100_01_35141,GR-Athens,06-01-2010,3.306197,1.245787,102.000000,0.905344,0.080045,2.833333,1520
100_01_35141,GR-Athens,07-01-2010,3.114748,1.567949,101.000000,0.904872,0.082192,2.608848,1238
100_01_35141,GR-Athens,07-01-2011,6.561314,2.894743,87.000000,0.724185,0.268923,1.699275,465
100_01_35141,GR-Athens,08-01-2010,4.321013,1.848594,96.500000,0.294593,0.701587,1.626100,396
100_01_35141,GR-Athens,08-01-2011,5.753412,3.134063,87.000000,0.747762,0.246960,1.771800,453
100_01_35141,GR-Athens,09-01-2010,5.371896,1.808405,105.000000,0.147367,0.847237,1.676294,435
100_01_35141,GR-Athens,09-01-2011,4.929703,3.531931,86.000000,0.890493,0.102722,1.849220,534
100_01_35141,GR-Athens,10-01-2010,4.521777,1.849376,91.000000,0.251932,0.744563,1.514632,579
100_01_35141,GR-Athens,11-01-2010,10.757753,2.090236,82.000000,0.100315,0.892633,1.419251,421
100_01_35141,GR-Athens,12-01-2010,8.729818,1.889657,97.000000,0.115659,0.876141,1.462455,390
100_01_35249,GR-Athens,04-01-2010,,0.584843,,,,,
100_01_35249,GR-Athens,05-01-2010,1.250519,0.638315,98.000000,0.987023,0.000284,2.305369,292
100_01_35249,GR-Athens,06-01-2010,1.343466,0.522848,110.000000,0.985084,0.000309,1.873134,265
100_01_35249,GR-Athens,12-01-2010,,1.166381,98.000000,0.987606,0.000000,0.970443,
100_01_39184,GR-Athens,05-01-2010,,0.844218,94.000000,0.187676,0.809170,1.404878,
100_01_39246,GR-Athens,01-01-2011,,2.651010,75.000000,0.104646,0.890250,1.004673,
100_01_39246,GR-Athens,04-01-2010,,2.209945,87.000000,0.111024,0.880941,1.632997,
100_01_39246,GR-Athens,05-01-2010,,2.289547,85.000000,0.114264,0.876606,2.064516,
100_01_39246,GR-Athens,06-01-2010,,2.250612,86.000000,0.109995,0.886500,1.982857,
100_01_39246,GR-Athens,07-01-2010,,2.330167,84.000000,0.102616,0.892381,1.677741,
100_01_42081,GR-Athens,04-01-2010,,0.222800,,,,,
100_01_42081,GR-Athens,05-01-2010,,0.150251,,,,,
100_01_42081,GR-Athens,06-01-2010,,0.160329,,,,,
100_01_42081,GR-Athens,07-01-2010,,0.152935,,,,,
100_01_42555,GR-Athens,04-01-2010,1.877941,0.424391,114.000000,0.938820,0.048322,2.091575,239
100_01_42555,GR-Athens,05-01-2010,1.570014,0.510156,115.000000,0.954655,0.034962,2.567657,264
100_01_42555,GR-Athens,06-01-2010,2.108537,0.685165,111.000000,0.917177,0.068223,2.152381,274
100_01_42555,GR-Athens,07-01-2010,2.596629,0.806062,101.000000,0.926384,0.060109,1.920000,205
100_01_42555,GR-Athens,10-01-2010,,0.563035,,,,,
100_01_43561,GR-Athens,01-01-2011,4.421519,2.573192,82.000000,0.673469,0.320028,0.800000,263
100_01_43561,GR-Athens,02-01-2011,4.646897,2.814147,87.000000,0.783404,0.211310,1.433099,217
100_01_43561,GR-Athens,03-01-2011,3.645921,2.652935,82.000000,0.864905,0.129825,1.281150,266
100_01_43561,GR-Athens,04-01-2010,7.252650,1.808661,113.000000,0.178211,0.814369,2.329670,237
100_01_43561,GR-Athens,05-01-2010,6.067359,1.809074,115.000000,0.278400,0.717543,2.340594,280
100_01_43561,GR-Athens,06-01-2010,3.931303,1.969399,111.000000,0.491607,0.497603,2.141079,295
100_01_43561,GR-Athens,07-01-2010,3.436394,2.010535,102.000000,0.747023,0.249546,1.980296,273
100_01_43561,GR-Athens,07-01-2011,,3.572963,77.000000,0.635726,0.360001,1.617225,
100_01_43561,GR-Athens,08-01-2010,2.660867,2.989150,100.000000,0.917176,0.073389,1.087719,210
100_01_43561,GR-Athens,08-01-2011,,3.574203,,,,,
100_01_43561,GR-Athens,09-01-2010,,2.652602,112.000000,0.672355,0.311973,1.404494,
100_01_43561,GR-Athens,09-01-2011,,3.197969,80.000000,0.498850,0.489862,1.388128,
100_01_43561,GR-Athens,10-01-2010,,2.330155,108.000000,0.261715,0.734782,1.124113,
100_01_43561,GR-Athens,11-01-2010,,2.331999,99.000000,0.227663,0.768782,1.294118,
100_01_43561,GR-Athens,12-01-2010,5.227582,2.793332,93.000000,0.393546,0.602301,1.519288,213
100_01_48452,GR-Athens,05-01-2010,,1.124915,,,,,
100_01_8866,GR-Athens,01-01-2011,3.391688,0.619367,112.000000,0.332891,0.658049,0.803840,669
100_01_8866,GR-Athens,02-01-2010,,0.603448,,,,,
100_01_8866,GR-Athens,02-01-2011,4.635986,0.643737,84.000000,0.369385,0.624893,0.865201,601
100_01_8866,GR-Athens,03-01-2010,4.879385,0.628607,95.000000,0.111917,0.881132,1.322275,295
100_01_8866,GR-Athens,03-01-2011,4.620036,0.655910,84.000000,0.419189,0.576458,0.924184,595
100_01_8866,GR-Athens,04-01-2010,3.726593,0.603319,100.000000,0.131718,0.861305,1.290404,785
100_01_8866,GR-Athens,05-01-2010,4.351367,0.603369,104.000000,0.133172,0.860553,1.595064,883
100_01_8866,GR-Athens,06-01-2010,3.847441,0.603124,112.000000,0.349164,0.644649,1.718125,890
100_01_8866,GR-Athens,07-01-2010,3.513329,0.603248,117.000000,0.153126,0.838483,1.528846,725
100_01_8866,GR-Athens,07-01-2011,5.705896,0.680536,80.000000,0.693223,0.302361,1.277429,389
100_01_8866,GR-Athens,08-01-2010,3.300029,0.603615,116.000000,0.117521,0.875429,0.722699,372
100_01_8866,GR-Athens,08-01-2011,5.644968,0.683468,83.000000,0.796380,0.190867,1.279778,485
100_01_8866,GR-Athens,09-01-2010,3.158876,0.598322,118.000000,0.134843,0.856741,0.740938,448
100_01_8866,GR-Athens,09-01-2011,6.507582,0.683940,81.000000,0.853512,0.119383,1.385593,459
100_01_8866,GR-Athens,10-01-2010,3.223470,0.603328,119.000000,0.142437,0.848397,0.783122,550
100_01_8866,GR-Athens,11-01-2010,2.977839,0.603338,123.000000,0.155037,0.836871,0.646042,574
100_01_8866,GR-Athens,12-01-2010,3.412465,0.643372,102.000000,0.115026,0.880376,0.570255,598
100_01_8877,GR-Athens,01-01-2011,,1.488511,92.000000,0.127462,0.863619,1.393846,
100_01_8877,GR-Athens,02-01-2011,,1.044748,89.000000,0.136537,0.858464,1.007782,
100_01_8877,GR-Athens,03-01-2010,,0.664086,161.000000,0.515381,0.481340,2.283898,
100_01_8877,GR-Athens,03-01-2011,,1.355612,81.000000,0.115635,0.878715,1.138686,
100_01_8877,GR-Athens,04-01-2010,2.471348,0.685136,158.000000,0.602467,0.389259,1.920128,407
100_01_8877,GR-Athens,05-01-2010,4.667943,1.729889,89.000000,0.154451,0.841993,2.069426,410
100_01_8877,GR-Athens,06-01-2010,9.613986,1.767681,87.000000,0.104312,0.889046,2.004666,294
100_01_8877,GR-Athens,07-01-2010,5.791230,1.727492,94.000000,0.119218,0.873473,1.994307,262
100_01_8877,GR-Athens,07-01-2011,,1.810129,,,,,
100_01_8877,GR-Athens,08-01-2010,,1.125138,177.000000,0.374728,0.620701,1.603922,
100_01_8877,GR-Athens,08-01-2011,,1.928909,77.000000,0.771211,0.222005,1.411765,
100_01_8877,GR-Athens,09-01-2010,,1.085396,178.000000,0.203508,0.783510,1.303030,
100_01_8877,GR-Athens,10-01-2010,,0.984527,166.000000,0.162755,0.832533,1.324759,
100_01_8877,GR-Athens,11-01-2010,,1.810029,86.000000,0.108487,0.883842,1.157191,
100_01_8877,GR-Athens,12-01-2010,,1.808098,84.000000,0.128027,0.866528,1.431085,
100_01_9070,GR-Athens,04-01-2010,,0.889101,91.000000,0.622268,0.374300,1.971930,
100_01_9070,GR-Athens,05-01-2010,4.009072,1.125554,87.000000,0.502652,0.450183,1.603077,215
100_01_9070,GR-Athens,06-01-2010,4.409526,1.324887,87.000000,0.511385,0.475046,2.305031,212
100_01_9070,GR-Athens,07-01-2010,,1.326842,88.000000,0.510861,0.487209,1.944186,
100_02_29084,GR-Athens,01-01-2011,,1.769103,104.000000,0.342379,0.651755,1.076087,
100_02_29084,GR-Athens,02-01-2011,,2.351398,,,,,
100_02_29084,GR-Athens,03-01-2011,,2.571376,73.000000,0.355548,0.618176,1.518692,
100_02_29084,GR-Athens,04-01-2010,,1.567961,123.000000,0.379870,0.610966,2.140411,
100_02_29084,GR-Athens,05-01-2010,,1.527595,125.000000,0.195013,0.793372,1.480392,
100_02_29084,GR-Athens,06-01-2010,,1.606960,122.000000,0.428120,0.557770,2.000000,
100_02_29084,GR-Athens,07-01-2010,,1.609065,112.000000,0.416442,0.578211,1.939286,
100_02_29084,GR-Athens,10-01-2010,,1.608969,122.000000,0.349892,0.641948,1.266949,
100_02_29084,GR-Athens,11-01-2010,,1.649307,116.000000,0.236647,0.757930,1.203980,
100_02_29084,GR-Athens,12-01-2010,,1.849201,90.000000,0.470622,0.525792,1.105263,
100_02_8866,GR-Athens,01-01-2011,2.540993,0.617771,118.000000,0.339651,0.654425,0.851250,443
100_02_8866,GR-Athens,02-01-2011,3.341513,0.629808,93.000000,0.351147,0.644908,0.775891,343
100_02_8866,GR-Athens,03-01-2010,2.424943,0.603203,109.000000,0.715005,0.279957,1.406650,244
100_02_8866,GR-Athens,03-01-2011,3.725537,0.643844,93.000000,0.245859,0.738722,0.901989,402
100_02_8866,GR-Athens,04-01-2010,2.410636,0.595894,110.000000,0.679701,0.314719,1.546053,561
100_02_8866,GR-Athens,05-01-2010,2.589652,0.597589,113.000000,0.755840,0.231394,1.794773,662
100_02_8866,GR-Athens,06-01-2010,2.344806,0.562816,123.000000,0.683401,0.306690,1.659161,605
100_02_8866,GR-Athens,07-01-2010,2.316573,0.582405,125.000000,0.704290,0.285806,1.436090,580
100_02_8866,GR-Athens,07-01-2011,4.144087,0.643368,89.000000,0.581556,0.414198,1.257752,335
100_02_8866,GR-Athens,08-01-2010,2.141024,0.573603,125.000000,0.652624,0.324613,1.273256,315
100_02_8866,GR-Athens,08-01-2011,3.616737,0.635720,92.000000,0.450704,0.539076,0.937075,378
100_02_8866,GR-Athens,09-01-2010,1.813753,0.563035,134.000000,0.766353,0.218206,1.162427,345
100_02_8866,GR-Athens,09-01-2011,4.150244,0.643642,92.000000,0.480756,0.508784,0.900971,308
100_02_8866,GR-Athens,10-01-2010,1.985237,0.596530,138.000000,0.775910,0.216244,0.870152,410
100_02_8866,GR-Athens,11-01-2010,2.079772,0.603387,128.000000,0.768493,0.224097,0.988764,404
100_02_8866,GR-Athens,12-01-2010,3.027074,0.643186,105.000000,0.511397,0.484269,1.086895,407
100_03_29580,GR-Athens,04-01-2010,,1.847621,,,,,
100_03_29580,GR-Athens,05-01-2010,,1.848794,,,,,
100_03_29580,GR-Athens,06-01-2010,,1.809701,,,,,
100_03_8866,GR-Athens,01-01-2011,3.268817,0.585022,118.000000,0.180590,0.815361,0.993157,549
100_03_8866,GR-Athens,02-01-2010,,0.585140,,,,,
100_03_8866,GR-Athens,02-01-2011,3.881129,0.620387,93.000000,0.487490,0.507836,1.102259,486
100_03_8866,GR-Athens,03-01-2010,2.775395,0.523151,110.000000,0.612552,0.380416,1.854839,292
100_03_8866,GR-Athens,03-01-2011,4.245967,0.621494,94.000000,0.569664,0.425145,1.015306,580
100_03_8866,GR-Athens,04-01-2010,2.992286,0.562993,111.000000,0.343888,0.644440,1.556038,744
100_03_8866,GR-Athens,05-01-2010,4.484319,0.580220,111.000000,0.170848,0.825406,1.880661,713
100_03_8866,GR-Athens,06-01-2010,4.106527,0.566067,121.000000,0.255540,0.739937,1.923529,613
100_03_8866,GR-Athens,07-01-2010,3.654925,0.562671,122.000000,0.660463,0.329476,1.849597,652
100_03_8866,GR-Athens,07-01-2011,5.032166,0.623088,90.000000,0.684150,0.311661,1.215797,442
100_03_8866,GR-Athens,08-01-2010,2.999064,0.563178,122.000000,0.361014,0.626988,1.156398,352
100_03_8866,GR-Athens,08-01-2011,4.643568,0.643110,92.000000,0.857515,0.132052,1.221910,475
100_03_8866,GR-Athens,09-01-2010,2.910791,0.542891,133.000000,0.265623,0.723409,1.115442,362
100_03_8866,GR-Athens,09-01-2011,5.240511,0.643695,92.000000,0.775461,0.220430,1.372943,343
100_03_8866,GR-Athens,10-01-2010,2.584210,0.539762,137.000000,0.260674,0.733630,0.885402,399
100_03_8866,GR-Athens,11-01-2010,3.050049,0.533176,128.000000,0.233066,0.759727,1.070055,391
100_03_8866,GR-Athens,12-01-2010,3.667137,0.595700,104.000000,0.128412,0.867349,0.791711,467
100_04_24964,GR-Athens,05-01-2010,,1.930719,98.000000,0.384895,0.611493,0.933014,
100_04_29582,GR-Athens,01-01-2011,2.865775,0.865196,100.000000,0.922481,0.069495,1.054945,243
100_04_29582,GR-Athens,02-01-2011,3.017796,0.888214,92.000000,0.943882,0.046180,1.874459,201
100_04_29582,GR-Athens,03-01-2011,3.439804,0.888567,84.000000,0.929781,0.056388,1.666667,204
100_04_29582,GR-Athens,04-01-2010,3.378588,0.817413,107.000000,0.929578,0.053614,1.508287,271
100_04_29582,GR-Athens,05-01-2010,3.725644,0.817452,109.000000,0.754072,0.241345,1.805616,328
100_04_29582,GR-Athens,06-01-2010,3.559710,0.813284,101.000000,0.918449,0.055763,1.905013,293
100_04_29582,GR-Athens,07-01-2010,3.628367,0.883728,96.000000,0.884112,0.099946,1.462733,245
100_04_29582,GR-Athens,08-01-2010,,0.877989,,,,,
100_04_29582,GR-Athens,10-01-2010,,0.866512,99.000000,0.929689,0.056291,1.120192,
100_04_29582,GR-Athens,11-01-2010,,0.884731,96.000000,0.924867,0.058620,1.609865,
100_04_29582,GR-Athens,12-01-2010,3.557935,0.878533,95.000000,0.903009,0.092327,1.094262,203
100_04_34754,GR-Athens,02-01-2011,,0.720921,103.000000,0.985747,0.001154,0.787129,
100_04_34754,GR-Athens,03-01-2011,,0.844563,,,,,
100_04_34754,GR-Athens,04-01-2010,2.283213,1.487262,98.000000,0.966951,0.022106,0.801262,282
100_04_34754,GR-Athens,05-01-2010,2.344819,0.804762,108.000000,0.960205,0.030467,1.477032,261
100_04_34754,GR-Athens,06-01-2010,1.979139,0.764021,117.000000,0.961176,0.025080,1.794007,243
100_04_34754,GR-Athens,07-01-2010,2.299142,1.085976,107.000000,0.968952,0.021195,1.485232,219
100_04_34754,GR-Athens,12-01-2010,,0.884888,,,,,
100_04_8866,GR-Athens,01-01-2011,3.424930,0.508088,112.000000,0.194724,0.797057,0.682519,410
100_04_8866,GR-Athens,02-01-2011,3.688916,0.562826,90.000000,0.163676,0.827324,0.747967,323
100_04_8866,GR-Athens,03-01-2010,2.813773,0.514140,106.000000,0.535494,0.458067,0.793194,228
100_04_8866,GR-Athens,03-01-2011,4.357628,0.570411,90.000000,0.106117,0.888437,0.660150,334
100_04_8866,GR-Athens,04-01-2010,2.910688,0.522634,109.000000,0.481086,0.512850,1.176946,563
100_04_8866,GR-Athens,05-01-2010,2.992218,0.462676,122.000000,0.318174,0.673936,1.363874,623
100_04_8866,GR-Athens,06-01-2010,2.994855,0.445373,121.000000,0.366046,0.627885,1.198506,523
100_04_8866,GR-Athens,07-01-2010,3.057402,0.453982,119.000000,0.455546,0.540130,1.472222,500
100_04_8866,GR-Athens,07-01-2011,4.653175,0.635478,85.000000,0.613521,0.382597,1.186813,286
100_04_8866,GR-Athens,08-01-2010,2.798838,0.440454,119.000000,0.200269,0.787159,0.881469,321
100_04_8866,GR-Athens,08-01-2011,4.699625,0.631671,89.000000,0.567766,0.427091,1.140725,289
100_04_8866,GR-Athens,09-01-2010,2.537903,0.441631,130.000000,0.408672,0.586322,0.982014,328
100_04_8866,GR-Athens,09-01-2011,5.086487,0.611048,88.000000,0.510012,0.485543,1.046512,256
100_04_8866,GR-Athens,10-01-2010,2.476918,0.451947,135.000000,0.435341,0.549296,0.777955,363
100_04_8866,GR-Athens,11-01-2010,2.671659,0.491914,123.000000,0.494429,0.482066,0.871126,358
100_04_8866,GR-Athens,12-01-2010,2.882974,0.524642,102.000000,0.571056,0.419922,0.633515,450
100_05_42248,GR-Athens,05-01-2010,,1.648718,85.000000,0.916931,0.079563,1.828054,
100_05_8866,GR-Athens,04-01-2010,,0.512592,119.000000,0.212961,0.783444,1.383142,
100_05_8866,GR-Athens,05-01-2010,,0.550462,132.000000,0.367912,0.611458,2.000000,
100_05_8866,GR-Athens,06-01-2010,,0.563317,130.000000,0.250472,0.732398,1.529183,
100_05_8866,GR-Athens,07-01-2010,,0.535680,127.000000,0.477968,0.512921,0.995671,
100_05_8866,GR-Athens,12-01-2010,,0.603055,,,,,
100_06_12829,GR-Athens,04-01-2010,3.287053,1.608486,117.000000,0.739338,0.254940,1.718654,228
100_06_12829,GR-Athens,05-01-2010,3.835258,1.570071,97.000000,0.583294,0.412079,1.578082,233
100_06_12829,GR-Athens,06-01-2010,3.282911,1.488080,123.000000,0.792381,0.195877,1.906355,203
100_06_12829,GR-Athens,07-01-2010,3.428120,1.568479,110.000000,0.840400,0.146231,1.772308,224
100_06_13124,GR-Athens,01-01-2011,5.006380,1.124301,85.000000,0.244214,0.740582,0.842007,302
100_06_13124,GR-Athens,02-01-2011,5.123554,1.085813,82.000000,0.307994,0.674953,0.953586,280
100_06_13124,GR-Athens,03-01-2010,,0.814612,77.500000,0.159099,0.836665,1.461538,
100_06_13124,GR-Athens,03-01-2011,6.209887,1.567993,74.000000,0.243344,0.753574,1.032258,265
100_06_13124,GR-Athens,04-01-2010,5.511628,0.800110,77.000000,0.264786,0.726232,1.516556,405
100_06_13124,GR-Athens,05-01-2010,5.639642,0.965085,96.000000,0.148877,0.846072,1.611825,385
100_06_13124,GR-Athens,06-01-2010,5.652292,1.122612,90.000000,0.186216,0.807658,1.679167,379
100_06_13124,GR-Athens,07-01-2010,5.376997,1.648760,99.000000,0.105979,0.883843,1.432061,301
100_06_13124,GR-Athens,07-01-2011,5.621842,2.210344,78.000000,0.466748,0.523573,1.430267,216
100_06_13124,GR-Athens,08-01-2010,,1.687506,96.000000,0.102615,0.890721,0.953757,
100_06_13124,GR-Athens,08-01-2011,2.807638,2.132443,87.500000,0.889234,0.106279,1.136364,245
100_06_13124,GR-Athens,09-01-2010,5.484575,1.681206,93.000000,0.223910,0.771991,1.116402,208
100_06_13124,GR-Athens,09-01-2011,3.966512,2.210496,75.000000,0.377559,0.617435,1.243697,217
100_06_13124,GR-Athens,10-01-2010,4.764787,1.527973,91.000000,0.134376,0.861539,0.734774,266
100_06_13124,GR-Athens,11-01-2010,6.142909,1.527661,90.000000,0.123977,0.869960,1.042596,231
100_06_13124,GR-Athens,12-01-2010,5.225651,1.488354,81.000000,0.120089,0.876417,0.762846,251
100_06_28909,GR-Athens,04-01-2010,,0.562860,117.000000,0.220171,0.776190,1.464567,
100_06_28909,GR-Athens,05-01-2010,,0.563161,100.000000,0.179791,0.814469,1.596306,
100_06_28909,GR-Athens,06-01-2010,,0.579880,124.000000,0.193784,0.797151,1.679083,
100_06_28909,GR-Athens,07-01-2010,,0.541054,112.000000,0.185520,0.808639,1.303448,
100_06_8866,GR-Athens,01-01-2011,3.855765,0.593783,116.000000,0.233400,0.752860,0.739282,479
100_06_8866,GR-Athens,02-01-2011,4.497647,0.636907,91.000000,0.125664,0.869790,0.581144,331
100_06_8866,GR-Athens,03-01-2010,,0.520593,109.000000,0.149621,0.846962,1.332298,
100_06_8866,GR-Athens,03-01-2011,5.100648,0.641702,91.000000,0.473865,0.521911,1.030220,427
100_06_8866,GR-Athens,04-01-2010,3.639214,0.533945,107.000000,0.147059,0.844304,1.403333,458
100_06_8866,GR-Athens,05-01-2010,4.242406,0.563264,109.000000,0.209221,0.775222,1.886364,457
100_06_8866,GR-Athens,06-01-2010,4.050867,0.568316,120.000000,0.198169,0.795899,1.828784,416
100_06_8866,GR-Athens,07-01-2010,3.232607,0.523049,121.000000,0.190272,0.795177,1.465638,365
100_06_8866,GR-Athens,07-01-2011,5.427447,0.643573,88.000000,0.523259,0.472053,1.174941,242
100_06_8866,GR-Athens,08-01-2010,3.327797,0.599761,119.000000,0.121766,0.871042,0.963907,214
100_06_8866,GR-Athens,08-01-2011,5.143306,0.668851,90.000000,0.531961,0.463703,0.997951,288
100_06_8866,GR-Athens,09-01-2010,2.997480,0.559279,131.000000,0.116715,0.873669,0.693798,216
100_06_8866,GR-Athens,09-01-2011,4.675608,0.672537,89.000000,0.462066,0.532881,0.983982,271
100_06_8866,GR-Athens,10-01-2010,2.770393,0.560376,134.000000,0.139813,0.851042,0.836391,324
100_06_8866,GR-Athens,11-01-2010,2.756692,0.561504,128.000000,0.269932,0.716964,0.813333,379
100_06_8866,GR-Athens,12-01-2010,3.578164,0.593904,103.000000,0.289692,0.705395,0.670345,404
100_06_9070,GR-Athens,04-01-2010,,1.727801,91.500000,0.862801,0.123651,1.813043,
100_06_9070,GR-Athens,05-01-2010,,2.049582,88.000000,0.904520,0.085982,2.515152,
100_06_9070,GR-Athens,06-01-2010,,2.130358,88.000000,0.934702,0.047452,2.465116,
100_07_12615,GR-Athens,04-01-2010,,0.482910,,,,,
100_07_12615,GR-Athens,05-01-2010,,0.603009,96.000000,0.897951,0.092135,0.715686,
100_07_34569,GR-Athens,01-01-2011,2.259270,1.769036,115.000000,0.871549,0.118658,0.783920,472
100_07_34569,GR-Athens,02-01-2011,3.539518,1.929480,103.000000,0.532421,0.463957,0.953618,359
100_07_34569,GR-Athens,03-01-2010,3.731150,1.166711,107.000000,0.600085,0.395750,1.347403,221
100_07_34569,GR-Athens,03-01-2011,4.059549,2.190318,92.000000,0.567095,0.426429,1.248239,389
100_07_34569,GR-Athens,04-01-2010,2.924903,1.767739,105.000000,0.919166,0.060571,1.498089,622
100_07_34569,GR-Athens,05-01-2010,3.340679,1.800206,107.000000,0.805916,0.184348,1.616359,651
100_07_34569,GR-Athens,06-01-2010,3.335960,1.687142,104.000000,0.815337,0.180637,1.551948,606
100_07_34569,GR-Athens,07-01-2010,3.282729,1.649302,95.000000,0.876856,0.119348,1.494037,468
100_07_34569,GR-Athens,07-01-2011,3.682694,2.332580,99.000000,0.790576,0.197766,1.320000,269
100_07_34569,GR-Athens,08-01-2010,3.629243,1.606761,117.000000,0.155327,0.838994,1.052500,209
100_07_34569,GR-Athens,08-01-2011,3.418284,2.208728,95.000000,0.701257,0.294772,1.205805,269
100_07_34569,GR-Athens,09-01-2010,3.118494,1.447858,119.000000,0.172360,0.811435,0.663415,223
100_07_34569,GR-Athens,09-01-2011,4.000888,2.333333,93.000000,0.777466,0.218966,1.395664,269
100_07_34569,GR-Athens,10-01-2010,2.929861,1.609907,116.000000,0.319778,0.675606,0.763274,277
100_07_34569,GR-Athens,11-01-2010,3.185303,1.810188,107.000000,0.627383,0.368609,0.964286,356
100_07_34569,GR-Athens,12-01-2010,2.655672,1.889628,99.000000,0.835441,0.155804,0.633394,431
100_07_8866,GR-Athens,01-01-2011,2.449854,0.442291,117.000000,0.793652,0.199469,0.968354,555
100_07_8866,GR-Athens,02-01-2011,2.832119,0.498613,96.000000,0.878013,0.113443,1.027464,457
100_07_8866,GR-Athens,03-01-2010,2.373094,0.449671,113.000000,0.812849,0.181236,1.658537,221
100_07_8866,GR-Athens,03-01-2011,2.881236,0.522783,96.000000,0.710431,0.284497,0.482168,430
